"dim","best_val"
3,2.36311695393286e-21
3,2.83082497192488e-18
3,6.40456471989549e-10
3,1.52449332711105e-20
3,0.00894021500530827
3,5.44533939338753e-18
3,1.390965351322e-24
3,1.08200996235262e-09
3,0.0595003508199685
3,1.98363014978045e-23
3,6.03244084195667e-10
3,1.26909852566855e-23
3,1.32224381220324e-22
3,4.57435204905601e-10
3,5.74846374412084e-24
3,5.96142458537132e-09
3,0.0319553024839099
3,1.70587013584593e-06
3,8.97847346547951e-17
3,1.35295041644162e-18
3,0.0125510699308704
3,5.47474155224463e-13
3,0.0961374654973798
3,4.76653321477361e-06
3,0.0389279006554374
5,0.116573766633945
5,0.525389834952155
5,3.93096835496028
5,0.420547649233523
5,0.218641085393876
5,0.00476013684272389
5,0.886208832646837
5,0.264133775247127
5,0.0649210801756585
5,0.355989388708624
5,0.319699654299075
5,0.00038577836879512
5,0.0832567304892243
5,0.528363962599332
5,0.297820686292435
5,0.917788493390343
5,0.142924663097515
5,0.42567234107212
5,0.523653469219478
5,0.266217327454189
5,0.403898933926296
5,0.471498553555274
5,0.335748938948662
5,0.243002518481742
5,0.262366296946508
10,2.95547686524189
10,5.47003620390876
10,3.25952598561603
10,3.35715798775345
10,4.2505962843503
10,2.13557737964585
10,4.83677993896728
10,4.53761380229685
10,4.04142918781769
10,4.39218412303492
10,4.50102994956571
10,4.4740068235543
10,5.00581851466884
10,4.55425529291396
10,2.08941472165278
10,4.67361769685083
10,3.22087062840927
10,4.03705976057186
10,2.20738567262669
10,3.02860645590576
10,3.1584800243865
10,5.25475402322075
10,2.40318359404694
10,4.56632780847736
10,3.85803200056831
20,16.4611280274198
20,15.698591187017
20,15.442822751129
20,16.6232547834373
20,15.734061754208
20,16.2794445893539
20,16.6289684210196
20,19.1293532874081
20,16.3912748027275
20,15.9834227947287
20,15.7844258440069
20,15.973948836088
20,15.5699747619098
20,16.0905414591558
20,15.0200644151214
20,15.6184528018222
20,16.0735355485623
20,18.719297659603
20,16.8001793581468
20,15.6621734291949
20,16.222335406872
20,16.1621475581594
20,16.6780906697278
20,16.0145507077994
20,14.2518715872452
50,98.8564765165049
50,104.976054474356
50,85.7308720572333
50,85.1396788549266
50,84.4692252034282
50,109.855650054325
50,94.950085349171
50,113.731227628065
50,114.121646981236
50,81.1843707067173
50,99.9741865847303
50,88.1290150302444
50,121.003199196996
50,75.3509781744006
50,127.334655208104
50,113.065029585248
50,77.828865119129
50,86.9732674128851
50,132.572982218375
50,94.414072875765
50,75.3853885812661
50,96.6621086521477
50,102.535458408793
50,108.861513352291
50,97.1634872985859
70,339.535595517103
70,233.890410822025
70,303.117791700983
70,167.800191847863
70,241.556094020393
70,200.08146094367
70,305.028594520671
70,283.896560798805
70,253.146842810238
70,423.928618614642
70,333.869179881957
70,281.980781815785
70,265.095094361065
70,301.485956950143
70,366.771564070158
70,259.332804949698
70,363.135777905242
70,249.96293487948
70,307.097714250191
70,338.113665261997
70,292.472767482347
70,332.652090107098
70,345.856737127885
70,553.466762858528
70,335.506350561895
