"dim","best_val"
70,552.644124692926
70,597.81388496666
70,596.578418702549
70,591.660171425216
70,546.075360868557
70,559.247264980952
70,573.223217948455
70,557.71518941404
70,553.36513510316
70,589.976191400972
70,504.143427943895
70,559.222073324126
70,604.666607954259
70,583.128955166368
70,459.280420359009
70,543.835768498992
70,541.452151536683
70,547.204975187649
70,585.092621220614
70,681.976389788505
70,539.710371756372
70,494.531768470065
70,542.622073850267
70,621.389074971042
70,590.777505032903
