"dim","best_val"
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
5,0
5,0
5,7.16342327983588
5,0
5,7.37075770171144
5,8.44528566757255
5,7.05997349240714
5,5.68930313386668
5,5.88210141225503
5,0
5,9.74793981301449
5,6.1354071993737
5,6.52631816371317
5,0
5,4.68499022982326
5,8.72142949077086
5,0
5,5.44498904348012
5,0
5,0
5,3.32213751331535
5,6.59046839564879
5,7.08848771560023
5,0.724964097494095
5,5.03382205310755
10,45.3446542866335
10,42.2877509468064
10,33.4021376212924
10,42.5410806622729
10,38.5201923276585
10,31.344980035784
10,38.8418629166347
10,44.2312168062308
10,30.0591958719074
10,49.2685461515968
10,30.7631436069637
10,40.5978916682957
10,40.9215713235379
10,37.5328147162335
10,21.1826257816983
10,44.5528538406705
10,24.5566233028844
10,18.2027811479477
10,39.7719649350573
10,38.5944392365722
10,48.803756449993
10,38.0420758313672
10,37.9530294890268
10,45.0982107130059
10,33.144414108286
20,99.3131860433863
20,82.1945512243265
20,121.905260251575
20,126.68520074573
20,127.295260203953
20,96.115645035371
20,102.442757800242
20,96.5942332282831
20,117.688544122273
20,115.012892814047
20,98.6713852312549
20,104.733996568461
20,90.6604394227857
20,93.9775346890802
20,79.3035771562522
20,78.8491415520522
20,76.8117622991061
20,102.26340892952
20,105.221291149543
20,105.667332481638
20,94.9109061349021
20,94.0393460011276
20,89.534901830462
20,102.378924183662
20,106.012785497466
50,321.888285238869
50,277.436847427894
50,320.424092001337
50,298.266517152913
50,344.369301100546
50,319.293219707168
50,276.582350711381
50,283.395308870216
50,340.693949563581
50,344.875862587896
50,326.645004392766
50,349.292674418502
50,283.843496654817
50,246.126404262494
50,321.587026604981
50,316.589016108515
50,322.756841931184
50,316.039530276343
50,343.762685425864
50,317.050695343643
50,312.308269868354
50,327.724920585089
50,323.336055206976
50,313.300913927015
50,295.918166557406
70,470.978247742813
70,484.933783037802
70,470.852943579155
70,430.12726041281
70,535.57714087005
70,485.802833454275
70,461.013358109471
70,485.422100855017
70,477.792618490566
70,437.065569616385
70,434.137107866361
70,449.841158415787
70,432.218036198843
70,484.240228175261
70,443.800169337361
70,433.06320442334
70,492.804812578047
70,496.682422830634
70,515.670713016015
70,499.841316810008
70,474.384083522508
70,443.574941510515
70,450.506965902843
70,446.876774566682
70,454.277039431053
